Season,No. in series,No. in season,Title_Text,Title_Link,Original air date,U.S. viewers (millions),Short Summary
Season 15,322,5,"""Everyday Angel""",https://greysanatomy.fandom.com/wiki/Everyday_Angel,"October 25, 2018",6.54,"Meredith reaches out to Teddy and helps her talk through some of her personal struggles. Owen and Amelia hide out near Betty's school after she becomes a flight risk. Meanwhile, Jo wants to get to work on the fellowship, but Bailey's attention is elsewhere."
Season 15,323,6,"""Flowers Grow Out of My Grave""",https://greysanatomy.fandom.com/wiki/Flowers_Grow_Out_of_My_Grave,"November 1, 2018",6.71,"Meredith has a patient whose family is celebrating Day of the Dead, making the doctors remember loved ones they have lost. Richard shares unexpected news with Meredith about her father, Thatcher. Meanwhile, Teddy tries to tell Owen that she is pregnant but they get sidetracked, and Jo encourages Link to pursue one of the doctors."
Season 15,324,7,"""Anybody Have a Map?""",https://greysanatomy.fandom.com/wiki/Anybody_Have_a_Map%3F,"November 8, 2018",6.6,"Catherine is in Los Angeles getting the new foundation ready and summons Meredith and Koracick to visit for a highly confidential consult. Meanwhile, one of the nurses is 28 weeks pregnant and collapses at the hospital while talking to Richard."
Season 15,325,8,"""Blowin' in the Wind""",https://greysanatomy.fandom.com/wiki/Blowin%27_in_the_Wind,"November 15, 2018",7.3,"Seattle is hit by a huge windstorm and Grey Sloan becomes inundated with patients. Alex and Jo are stuck at home and decide to make the best of it by having a second honeymoon, Meredith confronts Richard about getting his life back on track."
Season 15,326,9,"""Shelter from the Storm""",https://greysanatomy.fandom.com/wiki/Shelter_from_the_Storm,"January 17, 2019",7.07,"The windstorm continues to blow through Seattle and after the power goes out at Grey Sloan, the doctors are left scrambling to save their patients' lives, including Meredith who desperately needs to get to Cece for her heart transplant. Meanwhile, Owen, Amelia, and Teddy confront their complicated situation."
Season 15,327,10,"""Help, I'm Alive""","https://greysanatomy.fandom.com/wiki/Help,_I%27m_Alive","January 24, 2019",6.98,"Meredith questions Link's laid-back approach over a patient's treatment. Maggie worries that Richard, Jackson, and Catherine haven't come to terms with Catherine's diagnosis. Meanwhile, DeLuca steps up in the O.R. when Owen faces a setback."
Season 15,328,11,"""The Winner Takes It All""",https://greysanatomy.fandom.com/wiki/The_Winner_Takes_It_All,"January 31, 2019",7.27,"Amelia and Koracick tackle a daunting surgery on Catherine, while Richard and Jackson hope for the best. Meanwhile, Richard urges Meredith to visit her father, Thatcher, before his time is up."
Season 15,329,12,"""Girlfriend in a Coma""",https://greysanatomy.fandom.com/wiki/Girlfriend_in_a_Coma,"February 7, 2019",6.79,"A patient gives Meredith some clarity on her dating situation around the holidays. The strain on Bailey and Ben's marriage comes to a head. Meanwhile, Betty drops a bomb on Owen and Amelia."
Season 15,330,13,"""I Walk the Line""",https://greysanatomy.fandom.com/wiki/I_Walk_the_Line,"February 14, 2019",6.58,"A sea of patients flood the hospital after gunfire goes off at a parade. A blast from the past throws Maggie off her game on the same day that Meredith tries to talk to her about dating DeLuca. Meanwhile, Owen and Amelia get some potentially life-altering news about Betty."
Season 15,331,14,"""I Want a New Drug""",https://greysanatomy.fandom.com/wiki/I_Want_a_New_Drug,"February 21, 2019",6.89,"While Meredith breaks a hospital record, the rest of the doctors are sent scrambling in the wake of a massive overdose within the community. Meanwhile, Jackson wants to take a reluctant Maggie camping, and Levi and Nico's relationship continues to develop."
Season 15,332,15,"""We Didn't Start the Fire""",https://greysanatomy.fandom.com/wiki/We_Didn%27t_Start_the_Fire,"February 28, 2019",6.99,"When Jackson throws a party to celebrate Catherine’s surgery and those who worked to save her, literally nothing goes as planned. Meanwhile, Helen pays Alex and Jo a surprise visit."
Season 15,333,16,"""Blood and Water""",https://greysanatomy.fandom.com/wiki/Blood_and_Water,"March 7, 2019",6.55,"Meredith finds herself having to side with either Alex or DeLuca during a difficult situation, but she doesn't want to betray either of them. Meanwhile, Maggie reveals details about her personal life that cause a public stir, and Levi struggles with whether or not to tell his family about Nico."
Season 15,334,17,"""And Dream of Sheep""",https://greysanatomy.fandom.com/wiki/And_Dream_of_Sheep,"March 14, 2019",6.57,"Ties are strained as Andrew and Carina confront an unforgiving family history. Meanwhile, Teddy and Owen work together on a married couple who is expecting, and Amelia attends a conference for alternative pain relief."
Season 15,335,18,"""Add It Up""",https://greysanatomy.fandom.com/wiki/Add_It_Up,"March 21, 2019",7.0,"Maggie introduces mood rooms as an alternative approach to medicine. Alex and DeLuca butt heads over an 11-year-old patient who tries to sabotage her own surgery. Jackson and Richard deal with a gender non-binary patient. Meanwhile, Teddy has a pregnancy scare that brings Owen and Koracick to odds."
Season 15,336,19,"""Silent All These Years""",https://greysanatomy.fandom.com/wiki/Silent_All_These_Years,"March 28, 2019",7.37,"When a trauma patient arrives at Grey Sloan, it forces Jo to confront her past. Bailey and Ben have to talk to Tuck about dating."
Season 15,337,20,"""The Whole Package""",https://greysanatomy.fandom.com/wiki/The_Whole_Package,"April 4, 2019",6.85,"Owen and Teddy have to deal with the surprise arrival of Megan Hunt, who knows nothing about their situation. Catherine preps for her first surgery back on a war veteran who’s not emotionally prepared for his procedure. Meredith worries about DeLuca operating alone with Richard."
Season 15,338,21,"""Good Shepherd""",https://greysanatomy.fandom.com/wiki/Good_Shepherd,"April 11, 2019",6.81,"Amelia and Link travel to New York to operate on a patient with a severe spinal deformity, but they're in for more than they bargained for when Nancy Shepherd invites them to dinner at her home."
Season 15,339,22,"""Head Over High Heels""",https://greysanatomy.fandom.com/wiki/Head_Over_High_Heels,"April 18, 2019",6.24,"Meredith debates how to handle an unexpected situation in her personal life, while Richard has an untimely reunion with an old friend. Jo has a hard time at work, and Owen tries therapy."
Season 15,340,23,"""What I Did for Love""",https://greysanatomy.fandom.com/wiki/What_I_Did_for_Love,"May 2, 2019",6.96,"Maggie treats one of Station 19's own, and Jo learns a hard lesson. Meanwhile, when working with a family seeking asylum, Meredith makes a call that could jeopardize her career."
Season 15,341,24,"""Drawn to the Blood""",https://greysanatomy.fandom.com/wiki/Drawn_to_the_Blood,"May 9, 2019",6.37,"Alex tries desperately to save his patient Gus while he waits for a severely agoraphobic blood donor to arrive from London. Jo reveals to Meredith why she's been so down, while Catherine and Bailey hold a meeting to get down to the bottom of an insurance issue. Meanwhile, Maggie and Jackson go camping."
Season 15,342,25,"""Jump Into the Fog""",https://greysanatomy.fandom.com/wiki/Jump_Into_the_Fog,"May 16, 2019",5.97,"As fog begins to cover Seattle, the doctors must navigate through personal complications. Meredith and Alex attempt to save Gus, while Levi talks some sense into a struggling Nico."
Season 16,343,1,"""Nothing Left to Cling To""",https://greysanatomy.fandom.com/wiki/Nothing_Left_to_Cling_To,"September 26, 2019",6.51,"Meredith, Richard, and Alex must deal with the consequences after Bailey fires them from Grey Sloan for insurance fraud. After disappearing into the fog, Jackson helps a man in a dangerous situation, as his relationship with Maggie comes to a new crossroad. Meanwhile, Tom gets new responsibilities at the hospital that throw the doctors for a loop."
Season 16,344,2,"""Back in the Saddle""",https://greysanatomy.fandom.com/wiki/Back_in_the_Saddle,"October 3, 2019",6.08,"The Grey Sloan doctors operate on a man who crashed into Maggie's car, as Owen, back from paternity leave, struggles with Tom's new position. Outside the hospital, Meredith's recent firing doesn't stop her from diagnosing those around her. Plus, Richard and Alex start anew and it's not easy. All the while, Jo readies herself to return to work, and Amelia has a new revelation in her relationship with Link."
Season 16,345,3,"""Reunited""",https://greysanatomy.fandom.com/wiki/Reunited,"October 10, 2019",6.09,"With new restrictions, Meredith tiptoes the line of protocol as she helps Jo with a difficult procedure from afar and Koracick makes things challenging for Owen at Grey Sloan. Meanwhile, a patient at the hospital is brain-dead after falling into a construction site, and her two sisters must decide whether or not to keep her alive."
Season 16,346,4,"""It's Raining Men""",https://greysanatomy.fandom.com/wiki/It%27s_Raining_Men,"October 17, 2019",5.75,"After Meredith inadvertently stirs up negative press for Grey Sloan, she tries to make things right with her former colleagues, jeopardizing her community service hours. Station 19's Ben and Vic bring a young woman into the hospital, and Jackson stands up to Koracick when he goes too far with a patient's family. Meanwhile, Bailey receives unexpected news and Owen finds himself at Pac-Gen North, which Alex sees as a recruiting opportunity."
Season 16,347,5,"""Breathe Again""",https://greysanatomy.fandom.com/wiki/Breathe_Again,"October 24, 2019",6.1,"Meredith has a court hearing after skipping out on community service, while Bailey and Jo have a patient that Jo realizes is from the treatment facility. Richard and Gemma grab breakfast together and things go awry."
Season 16,348,6,"""Whistlin' Past the Graveyard""",https://greysanatomy.fandom.com/wiki/Whistlin%27_Past_the_Graveyard,"October 31, 2019",5.66,"Alex is hoping to impress investors at Pac-North Gen, but when he hears disturbing news about skeletons on the construction site grounds, he enlists Richard to help with distraction tactics. Teddy feels the pressure to be super-mom after tasking herself with creating original Halloween costumes for Allison and Leo, while Meredith fears she won't make it home in time for trick-or-treating with her kids. Elsewhere, Jackson tends to a pediatric patient who is upset she is spending her Halloween in a hospital."
Season 16,349,7,"""Papa Don't Preach""",https://greysanatomy.fandom.com/wiki/Papa_Don%27t_Preach,"November 7, 2019",6.16,"Catherine is back in town and has no idea what's been going on between Jackson and Maggie, while her relationship with Richard has become distant. Owen and Amelia treat a woman who fell in the basement and quickly realize that there is more to the story and Maggie is shocked to learn about some of Richard's relatives who are seeking help."
Season 16,350,8,"""My Shot""",https://greysanatomy.fandom.com/wiki/My_Shot,"November 14, 2019",6.34,"Meredith faces the medical board as her future as a doctor remains uncertain, and she's forced to reckon with her past in some challenging ways. Meanwhile, the interns are put to the test as they are each vying to be the most successful on their respective cases in the absence of some of the attendings."
Season 16,351,9,"""Let's All Go to the Bar""",https://greysanatomy.fandom.com/wiki/Let%27s_All_Go_to_the_Bar,"November 21, 2019",6.4,"Jo becomes a safe haven volunteer and gets a call that a baby has been dropped off at Station 19. Meanwhile, Meredith moves forward with her life after facing the medical board. Jackson takes a big step in his budding romance with Vic, while Bailey and Amelia swap pregnancy updates."
Season 16,352,10,"""Help Me Through the Night""",https://greysanatomy.fandom.com/wiki/Help_Me_Through_the_Night,"January 23, 2020",6.66,"Following the car crash at Joe's bar and the subsequent rescue efforts led by the Station 19 firefighters, Grey Sloan doctors work through the night to save the lives of their colleagues. Meanwhile, Amelia worries about sharing her pregnancy revelation with Link. Owen and Teddy take a big step, and Bailey deals with grief over her recent loss."
Season 16,353,11,"""A Hard Pill to Swallow""",https://greysanatomy.fandom.com/wiki/A_Hard_Pill_to_Swallow,"January 30, 2020",5.55,"Richard finds out Maggie quit Grey Sloan and is concerned about how she's handling the death of her patient who was her estranged cousin. Bailey returns to work after taking some personal time off, although Koracick doesn’t make her first day as easy as she'd like. Meanwhile, Meredith thinks she might miss DeLuca, and Amelia has an update for Link on her pregnancy."
Season 16,354,12,"""The Last Supper""",https://greysanatomy.fandom.com/wiki/The_Last_Supper,"February 6, 2020",5.48,"Jackson creates an uncomfortable situation when he invites new girlfriend, Vic, to what he thinks is Richard and Catherine's anniversary celebration, only to discover the dinner was called for different reasons. Elsewhere, Levi brings Nico on a trip to visit an ailing family member."
Season 16,355,13,"""Save the Last Dance for Me""",https://greysanatomy.fandom.com/wiki/Save_the_Last_Dance_for_Me,"February 13, 2020",5.58,"DeLuca can't figure out what's going on with his incurable patient Suzanne and he turns to a diagnostics genius, Dr. Riley from UCSF, for help. Bailey checks in on Joey, a foster kid that Ben brought into Grey Sloan. Meanwhile, Amelia is getting the results of her paternity test and Jo confronts her about how she is treating Link."
Season 16,356,14,"""A Diagnosis""",https://greysanatomy.fandom.com/wiki/A_Diagnosis,"February 20, 2020",6.04,"DeLuca is irritated after Meredith takes over his patient Suzanne whose symptoms continue to stump the doctors at Grey Sloan. Elsewhere in the hospital, Jackson, Owen, and Jo work on a couple injured in a bear attack, and Levi is hurt when Nico doesn’t want him to meet his parents."
Season 16,357,15,"""Snowblind""",https://greysanatomy.fandom.com/wiki/Snowblind,"February 27, 2020",6.0,"Meredith and Carina question DeLuca's uncharacteristic behavior when he volunteers to perform a life-threatening task during a blizzard. Meanwhile, Bailey tries to help Joey with his future, while Richard trains a new intern at the hospital."
Season 16,358,16,"""Leave a Light On""",https://greysanatomy.fandom.com/wiki/Leave_a_Light_On,"March 5, 2020",6.3,"Bailey and Ben face a huge, life-altering decision. Meredith and several of the doctors reflect on the past."
Season 16,359,17,"""Life on Mars?""",https://greysanatomy.fandom.com/wiki/Life_on_Mars%3F,"March 12, 2020",6.27,"A wealthy inventor arrives at Grey Sloan and asks Koracick for help, while Meredith struggles to save a woman with diabetes who has been rationing her insulin. Jo and Link fight to save a young man who fell onto train tracks, and Jackson and Vic's relationship hits a snag."
Season 16,360,18,"""Give a Little Bit""",https://greysanatomy.fandom.com/wiki/Give_a_Little_Bit,"March 19, 2020",7.04,"Meredith heads up a pro bono surgery day, but the overwhelming patient response causes her to struggle to keep things in order. DeLuca treats a teenage patient whom he suspects is in danger and desperately tries to get Bailey to support his theory."
Season 16,361,19,"""Love of My Life""",https://greysanatomy.fandom.com/wiki/Love_of_My_Life,"March 26, 2020",6.52,"Richard preps to present his PATH pen at the LA Surgical Innovation Conference but becomes distracted by his issues with Catherine. Maggie and Teddy run into people from their past at the same conference, while Hayes relives moments from when he met his late wife."
Season 16,362,20,"""Sing It Again""",https://greysanatomy.fandom.com/wiki/Sing_It_Again,"April 2, 2020",7.18,"Owen and Link treat an older woman who wakes up from surgery and can't stop singing, while Teddy helps Koracick stay afloat after an estranged loved one from his past comes to the hospital looking for help. Meredith, Bailey, and Maggie focus their efforts on a difficult patient with a tricky diagnosis."
Season 16,363,21,"""Put on a Happy Face""",https://greysanatomy.fandom.com/wiki/Put_on_a_Happy_Face,"April 9, 2020",7.33,Link tries to convince Amelia to take it easy during the final stage of her pregnancy. Hayes asks Meredith a surprising question. Owen makes a shocking discovery.
Season 17,364,1,"""All Tomorrow's Parties""",https://greysanatomy.fandom.com/wiki/All_Tomorrow%27s_Parties,"November 12, 2020",5.93,"In the midst of the early days of the COVID-19 pandemic, Grey Sloan Memorial and its surgeons' lives have been turned upside down. The season 17 premiere picks up one month into the pandemic, and it's all-hands-on-deck as Meredith, Bailey, and the rest of the Grey Sloan doctors find themselves on the frontlines of a new era. Meanwhile, an unintentionally started fire has first responders from Station 19 bringing patients into the hospital for treatment."
Season 17,365,2,"""The Center Won't Hold""",https://greysanatomy.fandom.com/wiki/The_Center_Won%27t_Hold,"November 12, 2020",5.93,"Bailey finds herself in the middle of an argument with patients' families as they await news about their children who were injured in a fire. Winston surprises Maggie, and Amelia and Link try to have some fun as new parents. Teddy learns her colleagues know more than she may like about her relationship woes with Owen, and Richard and Koracick go at it."
Season 17,366,3,"""My Happy Ending""",https://greysanatomy.fandom.com/wiki/My_Happy_Ending,"November 19, 2020",5.99,"The Grey Sloan doctors continue to face their new COVID-19 reality and deal with a familiar and stubborn patient. Koracick is put in charge of the interns who recently joined the hospital ranks and Link operates on a sex therapist. Elsewhere, Maggie finds comfort in Winston's virtual presence."
Season 17,367,4,"""You'll Never Walk Alone""",https://greysanatomy.fandom.com/wiki/You%27ll_Never_Walk_Alone,"December 3, 2020",5.84,"Owen faces a medical diagnosis that challenges more than he imagined. Meanwhile, Koracick begins to go stir crazy and Maggie gets a not-so-subtle glimpse into Winston's background."
Season 17,368,5,"""Fight the Power""",https://greysanatomy.fandom.com/wiki/Fight_the_Power,"December 10, 2020",5.69,"Bailey panics as she hears there has been a surge of COVID-19 cases, knowing she has loved ones in an assisted living facility. Meanwhile, Jackson and Richard team up against Catherine to teach her a lesson, and Teddy continues to try to mend her frayed relationships. After an intense surgery, Jo is uncertain about her future."
Season 17,369,6,"""No Time for Despair""",https://greysanatomy.fandom.com/wiki/No_Time_for_Despair,"December 17, 2020",5.66,"Grey Sloan Memorial faces new pressures as Seattle Pres is overloaded, and Grey Sloan Memorial is now on surge capacity protocol. Meanwhile, Owen and Amelia are faced with one of the most controversial surgeries of their careers."
Season 17,370,7,"""Helplessly Hoping""",https://greysanatomy.fandom.com/wiki/Helplessly_Hoping,"March 11, 2021",5.11,"Both teams tend to a tense situation with so much at stake. Meanwhile, Jo convinces Hayes to bend the rules on a case, and Maggie and Winston reconnect."
Season 17,371,8,"""It's All Too Much""",https://greysanatomy.fandom.com/wiki/It%27s_All_Too_Much,"March 18, 2021",4.97,"As traumas and pressure mount, Grey Sloan doctors try to find a path forward, and Richard questions his faith. Meanwhile, Maggie gives Winston hospital privileges and they work together to treat an uneasy patient. Jo, Link, and Jackson play an unconventional drinking game."
Season 17,372,9,"""In My Life""",https://greysanatomy.fandom.com/wiki/In_My_Life,"March 25, 2021",4.99,"After a heart-wrenching loss, Teddy struggles to cope and it triggers memories of her past. When Owen brings her home, she must face some long-standing truths. Meanwhile, Amelia tries to help the situation by encouraging Owen to accept and forgive Teddy."
Season 17,373,10,"""Breathe""",https://greysanatomy.fandom.com/wiki/Breathe,"April 1, 2021",4.55,"The hospital ventilator shortage has the doctors gravely concerned when both a mother and daughter are in critical condition with COVID and fighting over the last ventilator. Meanwhile, Hayes' high-risk sister-in-law with multiple sclerosis ends up in the hospital with a kidney stone, and the sister house has a few more kids join it as Amelia plays babysitter for the day."
Season 17,374,11,"""Sorry Doesn't Always Make It Right""",https://greysanatomy.fandom.com/wiki/Sorry_Doesn%27t_Always_Make_It_Right,"April 8, 2021",4.88,"The Grey Sloan doctors are stuck in the middle of a fight between a newlywed couple who are injured in a car accident and brought to the hospital for treatment. Meanwhile, Jackson's generosity with COVID-positive patients goes a bit too far, and Hayes works to rebuild Maggie's confidence and convince her to perform an extremely risky heart surgery."
Season 17,375,12,"""Sign O' the Times""",https://greysanatomy.fandom.com/wiki/Sign_O%27_the_Times,"April 15, 2021",4.98,"Maggie is preoccupied with Winston while trying to treat a patient wounded in the Seattle protests. Meanwhile, Levi is tested by an emergency, and the doctors struggle to treat a patient who doesn't believe in COVID."
Season 17,376,13,"""Good as Hell""",https://greysanatomy.fandom.com/wiki/Good_as_Hell,"April 22, 2021",4.81,"Amidst the need for more surgeons, Jo tries to convince Bailey to let her switch specialties. Elsewhere, Link accuses Amelia of overstepping while he is treating a patient remotely, and Winston comes up with an out-of-the-box idea."
Season 17,377,14,"""Look Up Child""",https://greysanatomy.fandom.com/wiki/Look_Up_Child,"May 6, 2021",4.93,Jackson pays a visit to his father that helps set him on the right path.
Season 17,378,15,"""Tradition""",https://greysanatomy.fandom.com/wiki/Tradition,"May 20, 2021",4.58,Jackson shares his big news with his colleagues while Koracick and Levi fight to save a pregnant woman's grandfather as she goes into labor. Maggie keeps a watchful eye on Meredith as Bailey and Richard put off telling her about DeLuca.
Season 17,379,16,"""I'm Still Standing""",https://greysanatomy.fandom.com/wiki/I%27m_Still_Standing,"May 27, 2021",4.33,"Levi gets accepted into the vaccine trial. Meanwhile, Amelia and Owen treat a car crash patient, and Hayes and Jo are met with Luna's legal guardian."
Season 17,380,17,"""Someone Saved My Life Tonight""",https://greysanatomy.fandom.com/wiki/Someone_Saved_My_Life_Tonight,"June 3, 2021",4.76,"It's wedding day for Maggie and Winston. Meanwhile, Meredith takes on a new role at the hospital, and Jo makes a life-changing decision."
Season 18,381,1,"""Here Comes the Sun""",https://greysanatomy.fandom.com/wiki/Here_Comes_the_Sun,"September 30, 2021",4.77,"As the city of Seattle revels at the Phoenix Fair celebrating the city's rebirth post-COVID, the Grey Sloan doctors treat a patient who encounters illegal fireworks. Meanwhile, Bailey has her sights set on hiring new doctors, but she's having trouble finding viable options. Owen and Teddy attempt to take the next step in their engagement, and Meredith has a surprising opportunity when she meets a dynamic doctor from her mother's past."
Season 18,382,2,"""Some Kind of Tomorrow""",https://greysanatomy.fandom.com/wiki/Some_Kind_of_Tomorrow,"October 7, 2021",4.04,"Meredith seeks advice from Amelia. Meanwhile, Richard is reenergized as he takes teaching to a new level at the hospital, and Winston treats a patient suffering from kidney failure."
Season 18,383,3,"""Hotter Than Hell""",https://greysanatomy.fandom.com/wiki/Hotter_Than_Hell,"October 14, 2021",4.05,"Seattle's favorite redhead returns and graces the Grey Sloan halls with her experience and expertise as she attempts to help Richard teach the newest crop of residents. Meanwhile, Meredith has a decision to make, and Link confides in Teddy."
Season 18,384,4,"""With a Little Help From My Friends""",https://greysanatomy.fandom.com/wiki/With_a_Little_Help_From_My_Friends,"October 21, 2021",3.91,"Richard recruits Meredith and Bailey to help him launch a new program. Meanwhile, Addison's patient has complications from a procedure, and Jo helps a woman who goes into premature labor."
Season 18,385,5,"""Bottle Up and Explode!""",https://greysanatomy.fandom.com/wiki/Bottle_Up_and_Explode!,"November 11, 2021",4.75,"The Grey Sloan doctors spring into action after an explosion rocks Seattle, with the incoming trauma hitting close to home. Owen experiences PTSD after he hears the explosion, while his sister Megan enlists help from Winston and Hayes in confidence. In Minnesota, Meredith and Amelia meet up with a familiar face who assists in their study."
Season 18,386,6,"""Everyday Is a Holiday (With You)""",https://greysanatomy.fandom.com/wiki/Everyday_Is_a_Holiday_(With_You),"November 18, 2021",4.12,"It's Thanksgiving and while Meredith faces travel complications due to the weather, Nick steps in to help in more ways than one. Meanwhile, Richard and Bailey seek out emergency surgeries, and Amelia and Link reconnect."
Season 18,387,7,"""Today Was a Fairytale""",https://greysanatomy.fandom.com/wiki/Today_Was_a_Fairytale,"December 9, 2021",3.65,"Dr. Hamilton takes his frustrations out on Meredith, so Nick gives her a chance to blow off steam by scrubbing in on a surgery. Back in Seattle, Link and Jo take their kids to a fairytale theater performance that goes wrong. Bailey and Dr. Lin attend a recruitment fair in hopes of attracting more doctors to Grey Sloan but find themselves ill-prepared."
Season 18,388,8,"""It Came Upon a Midnight Clear""",https://greysanatomy.fandom.com/wiki/It_Came_Upon_a_Midnight_Clear,"December 16, 2021",4.2,The doctors of Grey Sloan Memorial celebrate the holidays. Hamilton and Meredith prepare for a milestone on their project. Link wants to spend the holiday with Amelia and Scout as a family. Schmitt is faced with a difficult decision during surgery.
Season 18,389,9,"""No Time to Die""",https://greysanatomy.fandom.com/wiki/No_Time_to_Die,"February 24, 2022",4.65,"The Grey Sloan Memorial doctors grapple with the aftermath of the car crash that involved some of their own, while Meredith works to save Dr. Hamilton's life. After Levi is severely impacted from his latest loss, Bailey is forced to once again rethink the Webber Method. Later, Link confronts Amelia after witnessing her move on with someone new."
Season 18,390,10,"""Living In a House Divided""",https://greysanatomy.fandom.com/wiki/Living_In_a_House_Divided,"March 3, 2022",3.95,"Schmitt must face the Morbidity and Mortality conference. Meanwhile, Meredith convinces Nick to scrub in on a surgery in Seattle, and Jo faces her feelings."
Season 18,391,11,"""Legacy""",https://greysanatomy.fandom.com/wiki/Legacy,"March 10, 2022",3.87,"While Meredith, Amelia and the team prepare for Dr. Hamilton's long-awaited, groundbreaking surgery, Bailey receives an unexpected offer. Owen's impatience makes him a difficult physical therapy patient, forcing Link to intervene. In Minnesota, Nick makes a liver transplant a teaching moment."
Season 18,392,12,"""The Makings of You""",https://greysanatomy.fandom.com/wiki/The_Makings_of_You,"March 17, 2022",3.6,"Nick whisks Meredith away to his Minnesota cabin for a romantic weekend, leaving Winston and Maggie to care for Meredith's children. Meanwhile, Amelia and Kai grow closer."
Season 18,393,13,"""Put the Squeeze On Me""",https://greysanatomy.fandom.com/wiki/Put_the_Squeeze_On_Me,"March 24, 2022",4.24,"While Richard ponders his surgical abilities, Jo is charmed by her patient's brother. Elsewhere, Megan makes sure Teddy and Owen talk out their differences, and a pet python causes an uproar."
Season 18,394,14,"""Road Trippin'""",https://greysanatomy.fandom.com/wiki/Road_Trippin%27,"March 31, 2022",3.93,"Tensions at Grey Sloan Memorial rise as the effects of the physician shortage begin to show. Meanwhile, Meredith struggles to step away from work as she spends a sick day at home with Zola, and the hospital receives an unexpected visitor."
Season 18,395,15,"""Put It to the Test""",https://greysanatomy.fandom.com/wiki/Put_It_to_the_Test,"April 7, 2022",4.21,"Bailey is on edge when an accreditation council stops by Grey Sloan to review the residency program, while Richard sets an assessment of his own for the same day. Meanwhile, Nick returns to Seattle to perform a first-of-its-kind operation with Meredith."
Season 18,396,16,"""Should I Stay or Should I Go""",https://greysanatomy.fandom.com/wiki/Should_I_Stay_or_Should_I_Go,"May 5, 2022",3.9,"Bailey faces an unhappy Catherine who is facing audits for several of her Foundation hospitals. Meanwhile, Addison is back at Grey Sloan, tensions rise between Meredith and Richard, and Owen returns to work."
Season 18,397,17,"""I'll Cover You""",https://greysanatomy.fandom.com/wiki/I%27ll_Cover_You,"May 12, 2022",3.6,"A former patient of Link's, Simon, is in the ER with his pregnant wife and Bailey receives an offer from Nick."
Season 18,398,18,"""Stronger Than Hate""",https://greysanatomy.fandom.com/wiki/Stronger_Than_Hate,"May 19, 2022",3.8,"A dinner party is thrown at the sister house in Nick's honor. Meanwhile, Grey Sloan Memorial receives a victim of a brutal hate crime."
Season 18,399,19,"""Out for Blood""",https://greysanatomy.fandom.com/wiki/Out_for_Blood,"May 26, 2022",4.19,"Due to a blood shortage, Grey Sloan Memorial is setting up a voluntary donation center. Meanwhile, Nick asks Meredith for help with his patient and Winston is hung up on his relationship with his brother."
Season 18,400,20,"""You Are the Blood""",https://greysanatomy.fandom.com/wiki/You_Are_the_Blood,"May 26, 2022",4.19,"The blood shortage at Grey Sloan Memorial continues. Meanwhile, Meredith makes a risky decision regarding a patient, and Owen's actions to help his fellow veterans come to light."
Season 19,401,1,"""Everything Has Changed""",https://greysanatomy.fandom.com/wiki/Everything_Has_Changed,"October 6, 2022",3.8,"After a long six months, Grey Sloan Memorial has reinstated its residency program. A group of talented and striving young interns has been recruited as the attending surgeons work to rebuild the program to its former glory. Meredith, still functioning as the interim chief, sees Nick for the first time since she rejected his offer to move to Minnesota. Meanwhile, Bailey tells Richard she is not ready to return to work. Levi works up the courage to break disappointing news to Jo, and things turn awkward when Link realizes he has met one of the interns already. With Amelia and Maggie's help, the new doctors are thrown into their first day on the job dealing with injuries from a recent tornado."
Season 19,402,2,"""Wasn't Expecting That""",https://greysanatomy.fandom.com/wiki/Wasn%27t_Expecting_That,"October 13, 2022",3.32,"The attending surgeons and interns work together to solve a medical mystery when a college kid comes in with what first looks like food poisoning but has escalating and dire complications. Meanwhile, Jo spends her day off with Bailey."
Season 19,403,3,"""Let's Talk About Sex""",https://greysanatomy.fandom.com/wiki/Let%27s_Talk_About_Sex,"October 20, 2022",3.58,"Bailey recruits the interns to create a series of social media videos informing teens about sexual health. The videos, filmed at Grey Sloan in front of a group of high schoolers, hit home as a student has medical complications during her visit. Elsewhere, Meredith and Maggie learn something new about Zola."
Season 19,404,4,"""Haunted""",https://greysanatomy.fandom.com/wiki/Haunted,"October 27, 2022",3.48,"It's Halloween night at Grey Sloan Memorial. Meredith and Nick try to spend some alone time together, Levi is stressed due to overworking, and Winston and Owen have the interns practice trauma training on a real cadaver."
Season 19,405,5,"""When I Get to the Border""",https://greysanatomy.fandom.com/wiki/When_I_Get_to_the_Border,"November 3, 2022",3.13,"Bailey and Addison take a road trip to volunteer at a family planning center, but a patient's ectopic pregnancy leads to complications. Elsewhere, the interns play detective about Lucas' relationship with Amelia, and Meredith catches up with Jackson on a trip to Boston."
Season 19,406,6,"""Thunderstruck""",https://greysanatomy.fandom.com/wiki/Thunderstruck,"November 10, 2022",3.72,"On the heels of life-changing news, a thunderstorm hits Grey Sloan. The attending surgeons and interns work together to save an injured reporter and family affected by the storm. Meanwhile, a beloved author undergoes a risky surgery, and complications from the storm arise."
Season 19,407,7,"""I'll Follow the Sun""",https://greysanatomy.fandom.com/wiki/I%27ll_Follow_the_Sun,"February 23, 2023",3.6,"It's Meredith's last day at Grey Sloan Memorial and the doctors plan a goodbye surprise, while Nick confronts her about the future of their relationship. Elsewhere, the interns compete to scrub in on Maggie and Winston's groundbreaking partial heart transplant procedure, and Richard asks Teddy an important question."
